"","X","Tip","Ecto_spp","Genus","Plot","Site","Salix.spp","Ind","abund","mean","Phylum","Order","...1","Ecto_ID","Species","Subspecies","Rhizomorph","Foraging_distance","Accession_No","Notes","Tree_site"
"631",551,1068,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"632",553,1070,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"633",554,1071,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"634",555,1072,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"635",560,1076,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"636",561,1077,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"637",562,1079,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"638",564,1081,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"639",565,1083,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"640",569,1086,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"641",570,1087,"Tomentella_ellisii","Tomentella",11,"68","CAN","68CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","68CAN"
"642",573,1089,"Tomentella_ellisii","Tomentella",11,"68","CAN","68CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","68CAN"
"643",576,1094,"Tomentella8","Tomentella",11,"68","CAN","68CAN3",1,-0.1,"Basidiomycota","Thelephorales",77,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275643.1","94% across 99%","68CAN"
"644",578,1096,"Tomentella_ellisii","Tomentella",11,"68","CAN","68CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","68CAN"
"645",581,1101,"Tomentella_cf._bryophila","Tomentella",11,"68","PET","68PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","68PET"
"646",582,1103,"Tomentella_cf._bryophila","Tomentella",11,"68","PET","68PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","68PET"
"647",584,1105,"Tomentella_cf._bryophila","Tomentella",11,"68","PET","68PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","68PET"
"648",590,1117,"Tomentella7","Tomentella",11,"68","SER","68SER1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","68SER"
"649",591,1118,"Tomentella7","Tomentella",11,"68","SER","68SER1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","68SER"
"650",594,1122,"Tomentella20","Tomentella",11,"68","SER","68SER1",1,-0.1,"Basidiomycota","Thelephorales",78,"Tomentella coerula","coerula",NA,NA,NA,"KT275610.1","94% similar","68SER"
"651",595,1123,"Tomentella8","Tomentella",11,"68","CAN","68CAN2",1,-0.1,"Basidiomycota","Thelephorales",77,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275643.1","94% across 99%","68CAN"
"652",596,1126,"Tomentella3","Tomentella",11,"68","CAN","68CAN2",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","68CAN"
"653",597,1127,"Tomentella8","Tomentella",11,"68","CAN","68CAN2",1,-0.1,"Basidiomycota","Thelephorales",77,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275643.1","94% across 99%","68CAN"
"654",598,1128,"Tomentella3","Tomentella",11,"68","CAN","68CAN2",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","68CAN"
"655",599,1131,"Tomentella_ellisii","Tomentella",11,"68","CAN","68CAN2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","68CAN"
"656",600,1134,"Tomentella_ellisii","Tomentella",11,"68","CAN","68CAN2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","68CAN"
"657",601,1147,"Tomentella8","Tomentella",11,"68","PET","68PET1",1,-0.1,"Basidiomycota","Thelephorales",77,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275643.1","94% across 99%","68PET"
"658",602,1148,"Tomentella7","Tomentella",11,"68","PET","68PET1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","68PET"
"659",603,1149,"Tomentella_ellisii","Tomentella",11,"68","PET","68PET1",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","68PET"
"660",606,1153,"Tomentella7","Tomentella",11,"68","PET","68PET1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","68PET"
"661",607,1154,"Tomentella_ellisii","Tomentella",11,"68","PET","68PET1",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","68PET"
"662",612,1158,"Tomentella7","Tomentella",11,"68","PET","68PET1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","68PET"
"663",622,1207,"Tomentella_ramosissima","Tomentella",1,"AS1","HUM","AS1HUM2",1,-1.3,"Basidiomycota","Thelephorales",79,"Tomentella ramosissima","ramosissima",NA,NA,NA,"KT275611.1",NA,"AS1HUM"
"664",623,1208,"Thelephora_terristris","Thelephora",1,"AS1","HUM","AS1HUM2",1,-1.3,"Basidiomycota","Thelephorales",70,"Thelephora NA",NA,NA,"Y","medium","KT275632.1","rhizomorphs infrequent or abundant","AS1HUM"
"665",639,1231,"Tomentella4","Tomentella",1,"AS1","PET","AS1PET1",1,-1.3,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","AS1PET"
"666",640,1232,"Tomentella4","Tomentella",1,"AS1","PET","AS1PET1",1,-1.3,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","AS1PET"
"667",642,1235,"Tomentella4","Tomentella",1,"AS1","PET","AS1PET1",1,-1.3,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","AS1PET"
"668",643,1237,"Tomentella4","Tomentella",1,"AS1","PET","AS1PET1",1,-1.3,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","AS1PET"
"669",644,1238,"Tomentella4","Tomentella",1,"AS1","PET","AS1PET1",1,-1.3,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","AS1PET"
"670",645,1239,"Tomentella4","Tomentella",1,"AS1","PET","AS1PET1",1,-1.3,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","AS1PET"
"671",676,1331,"Tomentellopsis","Tomentellopsis",3,"AS3","HUM","AS3HUM3",1,-0.9,"Basidiomycota","Thelephorales",80,"Tomentellopsis echinospora","echinospora",NA,"N","medium",NA,". 98--99% similar only submollis in DEEMY","AS3HUM"
"672",679,1339,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"673",682,1343,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"674",683,1344,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"675",685,1346,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"676",686,1347,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"677",687,1348,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"678",688,1349,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"679",689,1350,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"680",706,1370,"Tomentella_ellisii","Tomentella",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3PET"
"681",717,1397,"Tomentella_ellisii","Tomentella",3,"AS3","BEB","AS3BEB2",1,-0.9,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","AS3BEB"
"682",728,1416,"Tomentella10","Tomentella",6,"89","BEB","89BEB2",1,-0.3,"Basidiomycota","Thelephorales",81,"Tomentella sp.","sp.",NA,NA,NA,"KT275645.1","might be pallidocastanea","89BEB"
"683",729,1419,"Tomentella10","Tomentella",6,"89","BEB","89BEB2",1,-0.3,"Basidiomycota","Thelephorales",81,"Tomentella sp.","sp.",NA,NA,NA,"KT275645.1","might be pallidocastanea","89BEB"
"684",730,1420,"Tomentella10","Tomentella",6,"89","BEB","89BEB2",1,-0.3,"Basidiomycota","Thelephorales",81,"Tomentella sp.","sp.",NA,NA,NA,"KT275645.1","might be pallidocastanea","89BEB"
"685",731,1426,"Tomentella10","Tomentella",6,"89","BEB","89BEB2",1,-0.3,"Basidiomycota","Thelephorales",81,"Tomentella sp.","sp.",NA,NA,NA,"KT275645.1","might be pallidocastanea","89BEB"
"686",735,1431,"Tomentella5","Tomentella",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89BEB"
"687",739,1435,"Tomentella5","Tomentella",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89BEB"
"688",743,1440,"Tomentella_ellisii","Tomentella",6,"89","DIS","89DIS1",1,-0.3,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","89DIS"
"689",749,1446,"Tomentella_ellisii","Tomentella",6,"89","DIS","89DIS1",1,-0.3,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","89DIS"
"690",750,1447,"Tomentella15","Tomentella",6,"89","DIS","89DIS1",1,-0.3,"Basidiomycota","Thelephorales",63,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275615.1",NA,"89DIS"
"691",753,1458,"Tomentella9","Tomentella",6,"89","DIS","89DIS1",1,-0.3,"Basidiomycota","Thelephorales",62,"Tomentella stuposa","stuposa",NA,"Y",NA,"KT275628.1","98% similar, also mentioned manniensis but mostly stuposa","89DIS"
"692",755,1461,"Tomentella9","Tomentella",6,"89","DIS","89DIS1",1,-0.3,"Basidiomycota","Thelephorales",62,"Tomentella stuposa","stuposa",NA,"Y",NA,"KT275628.1","98% similar, also mentioned manniensis but mostly stuposa","89DIS"
"693",757,1468,"Tomentella5","Tomentella",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89BEB"
"694",758,1469,"Tomentella5","Tomentella",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89BEB"
