"","X","Tip","Ecto_spp","Genus","Plot","Site","Salix.spp","Ind","abund","mean","Phylum","Order","...1","Ecto_ID","Species","Subspecies","Rhizomorph","Foraging_distance","Accession_No","Notes","Tree_site"
"244",405,856,"Tuber1","Tuber",9,"40","PET","40PET3",1,-0.1,"Ascomycota","Pezizales",31,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275631.1","0.93","40PET"
"245",406,857,"Genabea1","Genabea",9,"40","PET","40PET3",1,-0.1,"Ascomycota","Pezizales",38,"Genabea fragilis","fragilis",NA,NA,NA,"KT275608.1","98% similar","40PET"
"246",408,859,"Geopora1","Geopora",7,"34","PET","34PET1",1,-0.1,"Ascomycota","Pezizales",39,"Geopora nicaeensis","nicaeensis",NA,NA,NA,"KT275653.1","92% similar across 99%","34PET"
"247",409,860,"Geopora1","Geopora",7,"34","PET","34PET1",1,-0.1,"Ascomycota","Pezizales",39,"Geopora nicaeensis","nicaeensis",NA,NA,NA,"KT275653.1","92% similar across 99%","34PET"
"248",411,863,"Geopora1","Geopora",7,"34","PET","34PET1",1,-0.1,"Ascomycota","Pezizales",39,"Geopora nicaeensis","nicaeensis",NA,NA,NA,"KT275653.1","92% similar across 99%","34PET"
"249",416,868,"Peziza2","Peziza",7,"34","PET","34PET1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","34PET"
"250",417,870,"Geopora1","Geopora",7,"34","PET","34PET1",1,-0.1,"Ascomycota","Pezizales",39,"Geopora nicaeensis","nicaeensis",NA,NA,NA,"KT275653.1","92% similar across 99%","34PET"
"251",430,885,"Peziza1","Peziza",7,"34","SER","34SER2",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34SER"
"252",431,886,"Peziza1","Peziza",7,"34","SER","34SER2",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34SER"
"253",432,887,"Peziza1","Peziza",7,"34","SER","34SER2",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34SER"
"254",433,888,"Peziza1","Peziza",7,"34","SER","34SER2",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34SER"
"255",438,893,"Peziza1","Peziza",7,"34","SER","34SER2",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34SER"
"256",441,896,"Peziza1","Peziza",7,"34","CAN","34CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34CAN"
"257",444,899,"Peziza1","Peziza",7,"34","CAN","34CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34CAN"
"258",445,900,"Peziza1","Peziza",7,"34","CAN","34CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34CAN"
"259",446,901,"Peziza1","Peziza",7,"34","CAN","34CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34CAN"
"260",447,902,"Peziza1","Peziza",7,"34","CAN","34CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34CAN"
"261",448,903,"Peziza1","Peziza",7,"34","CAN","34CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34CAN"
"262",449,904,"Peziza1","Peziza",7,"34","CAN","34CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","34CAN"
"263",454,913,"Geopora1","Geopora",7,"34","PET","34PET3",1,-0.1,"Ascomycota","Pezizales",39,"Geopora nicaeensis","nicaeensis",NA,NA,NA,"KT275653.1","92% similar across 99%","34PET"
"264",469,933,"Peziza2","Peziza",7,"34","SER","34SER1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","34SER"
"265",470,935,"Peziza2","Peziza",7,"34","SER","34SER1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","34SER"
"266",471,936,"Peziza2","Peziza",7,"34","SER","34SER1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","34SER"
"267",472,937,"Peziza2","Peziza",7,"34","SER","34SER1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","34SER"
"268",473,941,"Peziza2","Peziza",7,"34","SER","34SER1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","34SER"
"269",491,1004,"Peziza3","Peziza",12,"49","PET","49PET3",1,0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","49PET"
"270",492,1005,"Peziza3","Peziza",12,"49","PET","49PET3",1,0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","49PET"
"271",552,1069,"Tuber1","Tuber",12,"49","PET","49PET1",1,0.1,"Ascomycota","Pezizales",31,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275631.1","0.93","49PET"
"272",572,1088,"Peziza1","Peziza",11,"68","CAN","68CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","68CAN"
"273",574,1091,"Peziza1","Peziza",11,"68","CAN","68CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","68CAN"
"274",575,1093,"Peziza1","Peziza",11,"68","CAN","68CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","68CAN"
"275",577,1095,"Peziza1","Peziza",11,"68","CAN","68CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","68CAN"
"276",580,1097,"Geopora3","Geopora",11,"68","CAN","68CAN3",1,-0.1,"Ascomycota","Pezizales",34,"Geopora nicaeensis","nicaeensis",NA,NA,NA,"KT275618.1","99% similar","68CAN"
"277",662,1303,"Elaphomyces_decipiens","Elaphomyces",3,"AS3","HUM","AS3HUM1",1,-0.9,"Ascomycota","Pezizales",40,"Elaphomyces decipiens","decipiens",NA,NA,NA,"KT275644.1","97% similar","AS3HUM"
"278",663,1306,"Elaphomyces_decipiens","Elaphomyces",3,"AS3","HUM","AS3HUM1",1,-0.9,"Ascomycota","Pezizales",40,"Elaphomyces decipiens","decipiens",NA,NA,NA,"KT275644.1","97% similar","AS3HUM"
"279",664,1307,"Elaphomyces_decipiens","Elaphomyces",3,"AS3","HUM","AS3HUM1",1,-0.9,"Ascomycota","Pezizales",40,"Elaphomyces decipiens","decipiens",NA,NA,NA,"KT275644.1","97% similar","AS3HUM"
"280",666,1314,"Elaphomyces_decipiens","Elaphomyces",3,"AS3","HUM","AS3HUM1",1,-0.9,"Ascomycota","Pezizales",40,"Elaphomyces decipiens","decipiens",NA,NA,NA,"KT275644.1","97% similar","AS3HUM"
"281",667,1315,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"282",668,1317,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"283",669,1319,"Chromelosporium1","Chromelosporium",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",25,"Chromelosporium NA",NA,NA,NA,NA,NA,NA,"AS3HUM"
"284",670,1321,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"285",671,1322,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"286",672,1323,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"287",673,1324,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"288",674,1325,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"289",675,1326,"Otidea_cf._bufonia","Otidea",3,"AS3","HUM","AS3HUM2",1,-0.9,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","AS3HUM"
"290",690,1351,"Tuber3","Tuber",3,"AS3","PET","AS3PET2",1,-0.9,"Ascomycota","Pezizales",29,"Tuber separans","separans",NA,NA,NA,"KT275641.1","95% similar across 99% of search","AS3PET"
"291",695,1355,"Tuber3","Tuber",3,"AS3","PET","AS3PET2",1,-0.9,"Ascomycota","Pezizales",29,"Tuber separans","separans",NA,NA,NA,"KT275641.1","95% similar across 99% of search","AS3PET"
"292",697,1356,"Tuber3","Tuber",3,"AS3","PET","AS3PET2",1,-0.9,"Ascomycota","Pezizales",29,"Tuber separans","separans",NA,NA,NA,"KT275641.1","95% similar across 99% of search","AS3PET"
"293",744,1441,"Tuber4","Tuber",6,"89","DIS","89DIS1",1,-0.3,"Ascomycota","Pezizales",41,"Tuber anniae","anniae",NA,NA,NA,"KT275646.1","100% similar. Also 100% similar is pacificum","89DIS"
"294",746,1443,"Tuber4","Tuber",6,"89","DIS","89DIS1",1,-0.3,"Ascomycota","Pezizales",41,"Tuber anniae","anniae",NA,NA,NA,"KT275646.1","100% similar. Also 100% similar is pacificum","89DIS"
"295",748,1445,"Tuber4","Tuber",6,"89","DIS","89DIS1",1,-0.3,"Ascomycota","Pezizales",41,"Tuber anniae","anniae",NA,NA,NA,"KT275646.1","100% similar. Also 100% similar is pacificum","89DIS"
"296",751,1448,"Tuber4","Tuber",6,"89","DIS","89DIS1",1,-0.3,"Ascomycota","Pezizales",41,"Tuber anniae","anniae",NA,NA,NA,"KT275646.1","100% similar. Also 100% similar is pacificum","89DIS"
"297",31,194,"Russula_nigricans","Russula",2,"10","PET","10PET1",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10PET"
"298",32,195,"Russula_nigricans","Russula",2,"10","PET","10PET1",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10PET"
"299",33,197,"Russula_nigricans","Russula",2,"10","PET","10PET1",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10PET"
"300",34,198,"Russula_nigricans","Russula",2,"10","PET","10PET1",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10PET"
"301",49,254,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"302",50,255,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"303",51,256,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"304",52,257,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"305",53,259,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"306",54,260,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"307",55,261,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"308",56,262,"Russula_nigricans","Russula",2,"10","DIS","10DIS3",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10DIS"
"309",70,282,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"310",71,283,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"311",72,284,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"312",73,285,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"313",74,286,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"314",75,288,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"315",76,289,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"316",77,290,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"317",78,291,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"318",79,292,"Russula_nigricans","Russula",2,"10","HUM","10HUM2",1,-1,"Basidiomycota","Russulales",42,"Russula nigricans","nigricans",NA,"Y","medium","KT275671.1","99% similar, rhizomorphs infrequent","10HUM"
"319",115,406,"Russula_pascua","Russula",4,"26","BEB","26BEB1",1,-0.4,"Basidiomycota","Russulales",43,"Russula pascua","pascua",NA,"N","contact","KT275652.1","99% similar","26BEB"
"320",116,407,"Russula_pascua","Russula",4,"26","BEB","26BEB1",1,-0.4,"Basidiomycota","Russulales",43,"Russula pascua","pascua",NA,"N","contact","KT275652.1","99% similar","26BEB"
"321",132,425,"Russula_laccata","Russula",4,"26","BEB","26BEB2",1,-0.4,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","26BEB"
"322",134,428,"Russula_laccata","Russula",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","26BEB"
"323",137,431,"Russula_laccata","Russula",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","26BEB"
"324",138,432,"Russula_laccata","Russula",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","26BEB"
"325",140,434,"Russula_laccata","Russula",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","26BEB"
"326",363,761,"Russula_laccata","Russula",9,"40","BEB","40BEB3",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40BEB"
"327",365,764,"Russula_odorata","Russula",9,"40","DIS","40DIS3",1,-0.1,"Basidiomycota","Russulales",45,"Russula odorata","odorata",NA,"N","contact","KT275634.1","99% similar","40DIS"
"328",367,767,"Russula_odorata","Russula",9,"40","DIS","40DIS3",1,-0.1,"Basidiomycota","Russulales",45,"Russula odorata","odorata",NA,"N","contact","KT275634.1","99% similar","40DIS"
"329",369,769,"Russula_odorata","Russula",9,"40","DIS","40DIS3",1,-0.1,"Basidiomycota","Russulales",45,"Russula odorata","odorata",NA,"N","contact","KT275634.1","99% similar","40DIS"
"330",374,775,"Russula_pascua","Russula",9,"40","DIS","40DIS1",1,-0.1,"Basidiomycota","Russulales",43,"Russula pascua","pascua",NA,"N","contact","KT275652.1","99% similar","40DIS"
"331",375,776,"Russula_pascua","Russula",9,"40","DIS","40DIS1",1,-0.1,"Basidiomycota","Russulales",43,"Russula pascua","pascua",NA,"N","contact","KT275652.1","99% similar","40DIS"
"332",376,778,"Russula_pascua","Russula",9,"40","DIS","40DIS1",1,-0.1,"Basidiomycota","Russulales",43,"Russula pascua","pascua",NA,"N","contact","KT275652.1","99% similar","40DIS"
"333",382,787,"Russula_laccata","Russula",9,"40","BEB","40BEB2",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40BEB"
"334",383,789,"Russula_laccata","Russula",9,"40","BEB","40BEB2",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40BEB"
"335",384,791,"Russula_laccata","Russula",9,"40","BEB","40BEB2",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40BEB"
"336",385,792,"Russula_laccata","Russula",9,"40","BEB","40BEB2",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40BEB"
"337",386,795,"Russula_laccata","Russula",9,"40","BEB","40BEB2",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40BEB"
"338",388,798,"Russula_laccata","Russula",9,"40","BEB","40BEB2",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40BEB"
"339",404,852,"Russula_laccata","Russula",9,"40","PET","40PET3",1,-0.1,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","40PET"
"340",548,1065,"Lactarius_cf._subdulcis","Lactarius",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","49PET"
"341",550,1067,"Lactarius_cf._subdulcis","Lactarius",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","49PET"
"342",629,1221,"Russula_laccata","Russula",1,"AS1","HUM","AS1HUM3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1HUM"
"343",630,1222,"Russula_laccata","Russula",1,"AS1","HUM","AS1HUM3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1HUM"
"344",633,1224,"Russula_emetica","Russula",1,"AS1","HUM","AS1HUM3",1,-1.3,"Basidiomycota","Russulales",47,"Russula emetica","emetica",NA,"N","contact",NA,NA,"AS1HUM"
"345",635,1226,"Russula_laccata","Russula",1,"AS1","HUM","AS1HUM3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1HUM"
"346",651,1291,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"347",652,1292,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"348",653,1293,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"349",654,1294,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"350",655,1296,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"351",656,1297,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"352",657,1298,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"353",658,1299,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"354",659,1300,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"355",660,1301,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"356",661,1302,"Russula_laccata","Russula",1,"AS1","BEB","AS1BEB3",1,-1.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS1BEB"
"357",680,1340,"Lactarius_cf._subdulcis","Lactarius",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","AS3PET"
"358",681,1341,"Lactarius_cf._subdulcis","Lactarius",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","AS3PET"
"359",684,1345,"Lactarius_cf._subdulcis","Lactarius",3,"AS3","PET","AS3PET1",1,-0.9,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","AS3PET"
"360",700,1363,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"361",701,1364,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"362",702,1366,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"363",703,1368,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"364",705,1369,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"365",707,1371,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"366",708,1373,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"367",709,1374,"Russula_laccata","Russula",3,"AS3","PET","AS3PET3",1,-0.9,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","AS3PET"
"368",710,1380,"Lactarius_cf._subdulcis","Lactarius",3,"AS3","BEB","AS3BEB1",1,-0.9,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","AS3BEB"
"369",711,1385,"Lactarius_cf._subdulcis","Lactarius",3,"AS3","BEB","AS3BEB1",1,-0.9,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","AS3BEB"
"370",712,1388,"Lactarius_cf._subdulcis","Lactarius",3,"AS3","BEB","AS3BEB1",1,-0.9,"Basidiomycota","Russulales",46,"Lactarius flavigalactus","flavigalactus",NA,"Y",NA,"KT275662.1","97% similar","AS3BEB"
"371",732,1428,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"372",733,1429,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"373",734,1430,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"374",736,1432,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
