,Tip,Ecto_spp,Genus,Plot,Site,Salix.spp,Ind,abund,Plspp,mean,Phylum,Order
185,504,Tomentella_ellisii,Tomentella,5,92,DIS,92DIS3,1,92DIS,-0.4,Basidiomycota,Thelephorales
193,521,Tomentella_ellisii,Tomentella,5,92,BEB,92BEB2,1,92BEB,-0.4,Basidiomycota,Thelephorales
194,528,Tomentella_ellisii,Tomentella,5,92,BEB,92BEB2,1,92BEB,-0.4,Basidiomycota,Thelephorales
195,530,Tomentella_ellisii,Tomentella,5,92,BEB,92BEB3,1,92BEB,-0.4,Basidiomycota,Thelephorales
201,545,Tomentella4,Tomentella,8,18,PET,18PET1,1,18PET,-0.1,Basidiomycota,Thelephorales
204,549,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
205,550,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
206,551,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
207,552,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
208,553,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
209,554,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
210,555,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
211,556,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
212,557,Tomentella7,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
213,558,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET2,1,18PET,-0.1,Basidiomycota,Thelephorales
214,560,Tomentella_cf._bryophila,Tomentella,8,18,PET,18PET3,1,18PET,-0.1,Basidiomycota,Thelephorales
216,564,Tomentella2,Tomentella,8,18,PET,18PET3,1,18PET,-0.1,Basidiomycota,Thelephorales
218,566,Tomentella2,Tomentella,8,18,PET,18PET3,1,18PET,-0.1,Basidiomycota,Thelephorales
224,576,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED1,1,18PED,-0.1,Basidiomycota,Thelephorales
225,578,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED1,1,18PED,-0.1,Basidiomycota,Thelephorales
228,584,Tomentella7,Tomentella,8,18,PED,18PED2,1,18PED,-0.1,Basidiomycota,Thelephorales
229,585,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED2,1,18PED,-0.1,Basidiomycota,Thelephorales
231,587,Tomentella7,Tomentella,8,18,PED,18PED2,1,18PED,-0.1,Basidiomycota,Thelephorales
233,590,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED2,1,18PED,-0.1,Basidiomycota,Thelephorales
234,591,Tomentella7,Tomentella,8,18,PED,18PED2,1,18PED,-0.1,Basidiomycota,Thelephorales
235,592,Tomentella7,Tomentella,8,18,PED,18PED2,1,18PED,-0.1,Basidiomycota,Thelephorales
237,594,Tomentella7,Tomentella,8,18,PED,18PED2,1,18PED,-0.1,Basidiomycota,Thelephorales
238,595,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
239,596,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
240,597,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
241,598,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
242,599,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
243,600,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
245,602,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
246,604,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
247,606,Tomentella_cf._bryophila,Tomentella,8,18,PED,18PED3,1,18PED,-0.1,Basidiomycota,Thelephorales
248,608,Tomentella_ellisii,Tomentella,8,18,DIS,18DIS1,1,18DIS,-0.1,Basidiomycota,Thelephorales
253,613,Tomentella2,Tomentella,8,18,DIS,18DIS1,1,18DIS,-0.1,Basidiomycota,Thelephorales
259,619,Tomentella7,Tomentella,8,18,DIS,18DIS3,1,18DIS,-0.1,Basidiomycota,Thelephorales
260,620,Tomentella7,Tomentella,8,18,DIS,18DIS3,1,18DIS,-0.1,Basidiomycota,Thelephorales
261,621,Tomentella2,Tomentella,8,18,DIS,18DIS3,1,18DIS,-0.1,Basidiomycota,Thelephorales
262,622,Tomentella7,Tomentella,8,18,DIS,18DIS3,1,18DIS,-0.1,Basidiomycota,Thelephorales
263,623,Tomentella2,Tomentella,8,18,DIS,18DIS3,1,18DIS,-0.1,Basidiomycota,Thelephorales
264,624,Tomentella2,Tomentella,8,18,DIS,18DIS3,1,18DIS,-0.1,Basidiomycota,Thelephorales
265,625,Tomentella2,Tomentella,8,18,DIS,18DIS3,1,18DIS,-0.1,Basidiomycota,Thelephorales
267,634,Tomentella7,Tomentella,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
268,635,Tomentella7,Tomentella,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
269,636,Tomentella2,Tomentella,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
270,637,Tomentella7,Tomentella,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
271,638,Tomentella7,Tomentella,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
272,640,Thelephora_terristris,Thelephora,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
273,641,Tomentella7,Tomentella,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
274,642,Tomentella7,Tomentella,8,18,DIS,18DIS2,1,18DIS,-0.1,Basidiomycota,Thelephorales
275,643,Tomentella7,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
276,644,Tomentella7,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
277,645,Tomentella7,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
278,646,Tomentella7,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
279,647,Tomentella_cf._bryophila,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
280,648,Tomentella_cf._bryophila,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
281,649,Tomentella7,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
282,650,Tomentella_cf._bryophila,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
284,652,Tomentella_cf._bryophila,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
285,653,Tomentella_cf._bryophila,Tomentella,10,19,PED,19PED1,1,19PED,-0.1,Basidiomycota,Thelephorales
290,659,Tomentella_ellisii,Tomentella,10,19,PED,19PED2,1,19PED,-0.1,Basidiomycota,Thelephorales
303,680,Tomentella7,Tomentella,10,19,PET,19PET1,1,19PET,-0.1,Basidiomycota,Thelephorales
306,683,Tomentella11,Tomentella,10,19,PET,19PET1,1,19PET,-0.1,Basidiomycota,Thelephorales
309,686,Tomentella11,Tomentella,10,19,PET,19PET1,1,19PET,-0.1,Basidiomycota,Thelephorales
313,690,Tomentella11,Tomentella,10,19,PET,19PET1,1,19PET,-0.1,Basidiomycota,Thelephorales
314,691,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
315,692,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
316,693,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
317,694,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
318,695,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
319,696,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
320,697,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
321,698,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
322,700,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
323,701,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
324,702,Tomentella_ellisii,Tomentella,10,19,PET,19PET2,1,19PET,-0.1,Basidiomycota,Thelephorales
326,706,Tomentella_ellisii,Tomentella,10,19,PET,19PET3,1,19PET,-0.1,Basidiomycota,Thelephorales
331,713,Tomentella_ellisii,Tomentella,10,19,PET,19PET3,1,19PET,-0.1,Basidiomycota,Thelephorales
349,744,Tomentella_ellisii,Tomentella,10,19,CAN,19CAN3,1,19CAN,-0.1,Basidiomycota,Thelephorales
356,752,Tomentella17,Tomentella,9,40,BEB,40BEB3,1,40BEB,-0.1,Basidiomycota,Thelephorales
368,768,Tomentella18,Tomentella,9,40,DIS,40DIS3,1,40DIS,-0.1,Basidiomycota,Thelephorales
400,816,Tomentella17,Tomentella,9,40,DIS,40DIS2,1,40DIS,-0.1,Basidiomycota,Thelephorales
403,848,Tomentella13,Tomentella,9,40,PET,40PET3,1,40PET,-0.1,Basidiomycota,Thelephorales
407,858,Tomentella_ellisii,Tomentella,9,40,PET,40PET3,1,40PET,-0.1,Basidiomycota,Thelephorales
418,872,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
419,873,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
420,874,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
421,875,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
422,876,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
423,877,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
424,878,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
425,880,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
426,881,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
427,882,Tomentella7,Tomentella,7,34,CAN,34CAN2,1,34CAN,-0.1,Basidiomycota,Thelephorales
429,884,Tomentella7,Tomentella,7,34,SER,34SER2,1,34SER,-0.1,Basidiomycota,Thelephorales
435,889,Tomentella7,Tomentella,7,34,SER,34SER2,1,34SER,-0.1,Basidiomycota,Thelephorales
436,890,Tomentella7,Tomentella,7,34,SER,34SER2,1,34SER,-0.1,Basidiomycota,Thelephorales
437,892,Tomentella7,Tomentella,7,34,SER,34SER2,1,34SER,-0.1,Basidiomycota,Thelephorales
440,895,Tomentella_cf._bryophila,Tomentella,7,34,CAN,34CAN1,1,34CAN,-0.1,Basidiomycota,Thelephorales
442,897,Tomentella3,Tomentella,7,34,CAN,34CAN1,1,34CAN,-0.1,Basidiomycota,Thelephorales
443,898,Tomentella3,Tomentella,7,34,CAN,34CAN1,1,34CAN,-0.1,Basidiomycota,Thelephorales
455,916,Tomentella7,Tomentella,7,34,PET,34PET3,1,34PET,-0.1,Basidiomycota,Thelephorales
456,917,Tomentella7,Tomentella,7,34,PET,34PET3,1,34PET,-0.1,Basidiomycota,Thelephorales
457,918,Tomentella7,Tomentella,7,34,PET,34PET3,1,34PET,-0.1,Basidiomycota,Thelephorales
459,920,Tomentella_ellisii,Tomentella,7,34,CAN,34CAN3,1,34CAN,-0.1,Basidiomycota,Thelephorales
461,922,Tomentella_ellisii,Tomentella,7,34,CAN,34CAN3,1,34CAN,-0.1,Basidiomycota,Thelephorales
462,924,Tomentella_ellisii,Tomentella,7,34,CAN,34CAN3,1,34CAN,-0.1,Basidiomycota,Thelephorales
463,925,Tomentella_ellisii,Tomentella,7,34,CAN,34CAN3,1,34CAN,-0.1,Basidiomycota,Thelephorales
466,928,Tomentella_ellisii,Tomentella,7,34,CAN,34CAN3,1,34CAN,-0.1,Basidiomycota,Thelephorales
467,929,Thelephora_terristris,Thelephora,7,34,CAN,34CAN3,1,34CAN,-0.1,Basidiomycota,Thelephorales
468,930,Tomentella_ellisii,Tomentella,7,34,CAN,34CAN3,1,34CAN,-0.1,Basidiomycota,Thelephorales
475,946,Tomentella3,Tomentella,7,34,PET,34PET2,1,34PET,-0.1,Basidiomycota,Thelephorales
476,947,Tomentella3,Tomentella,7,34,PET,34PET2,1,34PET,-0.1,Basidiomycota,Thelephorales
477,948,Tomentella3,Tomentella,7,34,PET,34PET2,1,34PET,-0.1,Basidiomycota,Thelephorales
478,949,Tomentella3,Tomentella,7,34,PET,34PET2,1,34PET,-0.1,Basidiomycota,Thelephorales
479,950,Tomentella3,Tomentella,7,34,PET,34PET2,1,34PET,-0.1,Basidiomycota,Thelephorales
482,991,Tomentella_ellisii,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
483,992,Tomentella_ellisii,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
484,994,Tomentella_ellisii,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
485,996,Tomentella19,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
486,999,Tomentella_ellisii,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
487,1000,Tomentella_ellisii,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
488,1001,Tomentella_ellisii,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
489,1002,Tomentella_ellisii,Tomentella,12,49,PED,49PED3,1,49PED,0.1,Basidiomycota,Thelephorales
490,1003,Tomentella_ellisii,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
493,1006,Tomentella_ellisii,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
494,1007,Tomentella_ellisii,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
495,1008,Tomentella_ellisii,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
496,1009,Tomentella3,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
497,1010,Tomentella3,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
498,1011,Tomentella_ellisii,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
499,1012,Tomentella3,Tomentella,12,49,PET,49PET3,1,49PET,0.1,Basidiomycota,Thelephorales
501,1015,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
502,1016,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
503,1017,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
504,1019,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
505,1020,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
506,1021,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
507,1022,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
508,1023,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
509,1024,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
510,1025,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
511,1026,Tomentella_ellisii,Tomentella,12,49,PED,49PED2,1,49PED,0.1,Basidiomycota,Thelephorales
514,1029,Tomentella_ellisii,Tomentella,12,49,DIS,49DIS1,1,49DIS,0.1,Basidiomycota,Thelephorales
517,1032,Tomentella7,Tomentella,12,49,DIS,49DIS1,1,49DIS,0.1,Basidiomycota,Thelephorales
518,1033,Tomentella_ellisii,Tomentella,12,49,DIS,49DIS1,1,49DIS,0.1,Basidiomycota,Thelephorales
519,1034,Tomentella3,Tomentella,12,49,DIS,49DIS1,1,49DIS,0.1,Basidiomycota,Thelephorales
520,1035,Tomentella_cf._bryophila,Tomentella,12,49,DIS,49DIS1,1,49DIS,0.1,Basidiomycota,Thelephorales
521,1036,Tomentella_ellisii,Tomentella,12,49,DIS,49DIS1,1,49DIS,0.1,Basidiomycota,Thelephorales
525,1040,Tomentella12,Tomentella,12,49,PET,49PET2,1,49PET,0.1,Basidiomycota,Thelephorales
529,1044,Tomentella12,Tomentella,12,49,PET,49PET2,1,49PET,0.1,Basidiomycota,Thelephorales
530,1045,Tomentella12,Tomentella,12,49,PET,49PET2,1,49PET,0.1,Basidiomycota,Thelephorales
543,1060,Tomentella13,Tomentella,12,49,DIS,49DIS2,1,49DIS,0.1,Basidiomycota,Thelephorales
546,1063,Tomentella_ellisii,Tomentella,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Thelephorales
547,1064,Tomentella_ellisii,Tomentella,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Thelephorales
551,1068,Tomentella_ellisii,Tomentella,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Thelephorales
553,1070,Tomentella_ellisii,Tomentella,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Thelephorales
554,1071,Tomentella_ellisii,Tomentella,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Thelephorales
555,1072,Tomentella_ellisii,Tomentella,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Thelephorales
560,1076,Tomentella_ellisii,Tomentella,12,49,PED,49PED1,1,49PED,0.1,Basidiomycota,Thelephorales
561,1077,Tomentella_ellisii,Tomentella,12,49,PED,49PED1,1,49PED,0.1,Basidiomycota,Thelephorales
562,1079,Tomentella_ellisii,Tomentella,12,49,PED,49PED1,1,49PED,0.1,Basidiomycota,Thelephorales
564,1081,Tomentella_ellisii,Tomentella,12,49,PED,49PED1,1,49PED,0.1,Basidiomycota,Thelephorales
565,1083,Tomentella_ellisii,Tomentella,12,49,PED,49PED1,1,49PED,0.1,Basidiomycota,Thelephorales
569,1086,Tomentella_ellisii,Tomentella,12,49,PED,49PED1,1,49PED,0.1,Basidiomycota,Thelephorales
570,1087,Tomentella_ellisii,Tomentella,11,68,CAN,68CAN3,1,68CAN,-0.1,Basidiomycota,Thelephorales
573,1089,Tomentella_ellisii,Tomentella,11,68,CAN,68CAN3,1,68CAN,-0.1,Basidiomycota,Thelephorales
576,1094,Tomentella8,Tomentella,11,68,CAN,68CAN3,1,68CAN,-0.1,Basidiomycota,Thelephorales
578,1096,Tomentella_ellisii,Tomentella,11,68,CAN,68CAN3,1,68CAN,-0.1,Basidiomycota,Thelephorales
581,1101,Tomentella_cf._bryophila,Tomentella,11,68,PET,68PET2,1,68PET,-0.1,Basidiomycota,Thelephorales
582,1103,Tomentella_cf._bryophila,Tomentella,11,68,PET,68PET2,1,68PET,-0.1,Basidiomycota,Thelephorales
584,1105,Tomentella_cf._bryophila,Tomentella,11,68,PET,68PET2,1,68PET,-0.1,Basidiomycota,Thelephorales
590,1117,Tomentella7,Tomentella,11,68,SER,68SER1,1,68SER,-0.1,Basidiomycota,Thelephorales
591,1118,Tomentella7,Tomentella,11,68,SER,68SER1,1,68SER,-0.1,Basidiomycota,Thelephorales
594,1122,Tomentella20,Tomentella,11,68,SER,68SER1,1,68SER,-0.1,Basidiomycota,Thelephorales
595,1123,Tomentella8,Tomentella,11,68,CAN,68CAN2,1,68CAN,-0.1,Basidiomycota,Thelephorales
596,1126,Tomentella3,Tomentella,11,68,CAN,68CAN2,1,68CAN,-0.1,Basidiomycota,Thelephorales
597,1127,Tomentella8,Tomentella,11,68,CAN,68CAN2,1,68CAN,-0.1,Basidiomycota,Thelephorales
598,1128,Tomentella3,Tomentella,11,68,CAN,68CAN2,1,68CAN,-0.1,Basidiomycota,Thelephorales
599,1131,Tomentella_ellisii,Tomentella,11,68,CAN,68CAN2,1,68CAN,-0.1,Basidiomycota,Thelephorales
600,1134,Tomentella_ellisii,Tomentella,11,68,CAN,68CAN2,1,68CAN,-0.1,Basidiomycota,Thelephorales
601,1147,Tomentella8,Tomentella,11,68,PET,68PET1,1,68PET,-0.1,Basidiomycota,Thelephorales
602,1148,Tomentella7,Tomentella,11,68,PET,68PET1,1,68PET,-0.1,Basidiomycota,Thelephorales
603,1149,Tomentella_ellisii,Tomentella,11,68,PET,68PET1,1,68PET,-0.1,Basidiomycota,Thelephorales
606,1153,Tomentella7,Tomentella,11,68,PET,68PET1,1,68PET,-0.1,Basidiomycota,Thelephorales
607,1154,Tomentella_ellisii,Tomentella,11,68,PET,68PET1,1,68PET,-0.1,Basidiomycota,Thelephorales
612,1158,Tomentella7,Tomentella,11,68,PET,68PET1,1,68PET,-0.1,Basidiomycota,Thelephorales
622,1207,Tomentella_ramosissima,Tomentella,1,AS1,HUM,AS1HUM2,1,AS1HUM,-1.3,Basidiomycota,Thelephorales
623,1208,Thelephora_terristris,Thelephora,1,AS1,HUM,AS1HUM2,1,AS1HUM,-1.3,Basidiomycota,Thelephorales
639,1231,Tomentella4,Tomentella,1,AS1,PET,AS1PET1,1,AS1PET,-1.3,Basidiomycota,Thelephorales
640,1232,Tomentella4,Tomentella,1,AS1,PET,AS1PET1,1,AS1PET,-1.3,Basidiomycota,Thelephorales
642,1235,Tomentella4,Tomentella,1,AS1,PET,AS1PET1,1,AS1PET,-1.3,Basidiomycota,Thelephorales
643,1237,Tomentella4,Tomentella,1,AS1,PET,AS1PET1,1,AS1PET,-1.3,Basidiomycota,Thelephorales
644,1238,Tomentella4,Tomentella,1,AS1,PET,AS1PET1,1,AS1PET,-1.3,Basidiomycota,Thelephorales
645,1239,Tomentella4,Tomentella,1,AS1,PET,AS1PET1,1,AS1PET,-1.3,Basidiomycota,Thelephorales
676,1331,Tomentellopsis,Tomentellopsis,3,AS3,HUM,AS3HUM3,1,AS3HUM,-0.9,Basidiomycota,Thelephorales
679,1339,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
682,1343,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
683,1344,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
685,1346,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
686,1347,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
687,1348,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
688,1349,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
689,1350,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Thelephorales
706,1370,Tomentella_ellisii,Tomentella,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Thelephorales
717,1397,Tomentella_ellisii,Tomentella,3,AS3,BEB,AS3BEB2,1,AS3BEB,-0.9,Basidiomycota,Thelephorales
728,1416,Tomentella10,Tomentella,6,89,BEB,89BEB2,1,89BEB,-0.3,Basidiomycota,Thelephorales
729,1419,Tomentella10,Tomentella,6,89,BEB,89BEB2,1,89BEB,-0.3,Basidiomycota,Thelephorales
730,1420,Tomentella10,Tomentella,6,89,BEB,89BEB2,1,89BEB,-0.3,Basidiomycota,Thelephorales
731,1426,Tomentella10,Tomentella,6,89,BEB,89BEB2,1,89BEB,-0.3,Basidiomycota,Thelephorales
735,1431,Tomentella5,Tomentella,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Thelephorales
739,1435,Tomentella5,Tomentella,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Thelephorales
743,1440,Tomentella_ellisii,Tomentella,6,89,DIS,89DIS1,1,89DIS,-0.3,Basidiomycota,Thelephorales
749,1446,Tomentella_ellisii,Tomentella,6,89,DIS,89DIS1,1,89DIS,-0.3,Basidiomycota,Thelephorales
750,1447,Tomentella15,Tomentella,6,89,DIS,89DIS1,1,89DIS,-0.3,Basidiomycota,Thelephorales
753,1458,Tomentella9,Tomentella,6,89,DIS,89DIS1,1,89DIS,-0.3,Basidiomycota,Thelephorales
755,1461,Tomentella9,Tomentella,6,89,DIS,89DIS1,1,89DIS,-0.3,Basidiomycota,Thelephorales
757,1468,Tomentella5,Tomentella,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Thelephorales
758,1469,Tomentella5,Tomentella,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Thelephorales
